web-scraper-order,web-scraper-start-url,title,detail,detail-href,year,rate,duration,imdb_rating,num_vote,release_date,gross_us_can,gross_opening_weekend,gross_worldwide,Date
1647974060-2310,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Arachnophobia,Arachnophobia,https://www.imdb.com/title/tt0099052/?ref_=adv_li_tt,1990,PG-13,1h 49m,6.5,69K,"July 18, 1990 (United States)","$53,208,180 ","$8,045,760 ","$53,208,180 ","July 18, 1990"
1647968510-1133,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Terminator: Dark Fate,Terminator: Dark Fate,https://www.imdb.com/title/tt6450804/?ref_=adv_li_tt,2019,15,2h 8m,6.2,170K,"November 1, 2019 (China)","$62,253,077 ","$29,033,832 ","$261,119,292 ","November 1, 2019"
1647967719-963,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Mary Poppins,Mary Poppins,https://www.imdb.com/title/tt0058331/?ref_=adv_li_tt,1964,G,2h 19m,7.8,168K,"June 18, 1965 (United States)","$102,272,727 ",null,"$103,082,380 ","June 18, 1965"
1647967649-948,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Raging Bull,Raging Bull,https://www.imdb.com/title/tt0081398/?ref_=adv_li_tt,1980,R,2h 9m,8.2,344K,"December 19, 1980 (United States)","$23,383,987 ","$128,590 ","$23,402,427 ","December 19, 1980"
1647980195-3650,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",F9: The Fast Saga,F9: The Fast Saga,https://www.imdb.com/title/tt5433138/?ref_=adv_li_tt,2021,PG-13,2h 23m,5.2,118K,"June 25, 2021 (United States)","$173,005,945 ","$70,043,165 ","$726,229,501 ","June 25, 2021"
1647978818-3351,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Burning,Burning,https://www.imdb.com/title/tt7282468/?ref_=adv_li_tt,2018,18,2h 28m,7.5,61K,"July 19, 2018 (Thailand)","$718,991 ","$26,130 ","$7,578,063 ","July 19, 2018"
1647977850-3139,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Fear Street: Part Two - 1978,Fear Street: Part Two - 1978,https://www.imdb.com/title/tt9701940/?ref_=adv_li_tt,2021,R,1h 49m,6.7,57K,"July 9, 2021 (United States)",null,null,null,"July 9, 2021"
1647967751-970,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Incendies,Incendies,https://www.imdb.com/title/tt1255953/?ref_=adv_li_tt,2010,R,2h 11m,8.3,170K,"January 12, 2011 (France)","$2,071,334 ","$50,679 ","$6,788,659 ","January 12, 2011"
1647966856-778,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Megamind,Megamind,https://www.imdb.com/title/tt1001526/?ref_=adv_li_tt,2010,PG,1h 35m,7.3,250K,"January 6, 2011 (Thailand)","$148,415,853 ","$46,016,833 ","$321,885,765 ","January 6, 2011"
1647979483-3496,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Deliverance,Deliverance,https://www.imdb.com/title/tt0068473/?ref_=adv_li_tt,1972,R,1h 49m,7.7,106K,"August 18, 1972 (United States)",null,null,"$4,534 ","August 18, 1972"
1647977014-2956,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Ruins,The Ruins,https://www.imdb.com/title/tt0963794/?ref_=adv_li_tt,2008,R,1h 30m,5.9,74K,"April 4, 2008 (United States)","$17,432,844 ","$8,003,421 ","$22,818,256 ","April 4, 2008"
1647977701-3106,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Wicker Man,The Wicker Man,https://www.imdb.com/title/tt0070917/?ref_=adv_li_tt,1973,R,1h 28m,7.5,79K,"December 6, 1973 (United Kingdom)","$60,891 ","$5,493 ","$162,007 ","December 6, 1973"
1647977898-3149,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Tootsie,Tootsie,https://www.imdb.com/title/tt0084805/?ref_=adv_li_tt,1982,PG,1h 56m,7.4,104K,"December 17, 1982 (United States)","$177,200,000 ","$5,540,470 ","$177,200,000 ","December 17, 1982"
1647978982-3387,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Whiskey Tango Foxtrot,Whiskey Tango Foxtrot,https://www.imdb.com/title/tt3553442/?ref_=adv_li_tt,2016,G,1h 52m,6.6,52K,"March 4, 2016 (United States)","$23,083,334 ","$7,450,275 ","$24,972,139 ","March 4, 2016"
1647974974-2509,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Eight Legged Freaks,Eight Legged Freaks,https://www.imdb.com/title/tt0271367/?ref_=adv_li_tt,2002,PG-13,1h 39m,5.5,57K,"July 17, 2002 (United States)","$17,322,606 ","$6,485,458 ","$45,867,333 ","July 17, 2002"
1647971017-1665,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Gift,The Gift,https://www.imdb.com/title/tt4178092/?ref_=adv_li_tt,2015,R,1h 48m,7.1,152K,"August 7, 2015 (United States)","$43,787,265 ","$11,854,273 ","$58,980,521 ","August 7, 2015"
1647976468-2836,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Speed Racer,Speed Racer,https://www.imdb.com/title/tt0811080/?ref_=adv_li_tt,2008,PG,2h 15m,6.1,73K,"May 8, 2008 (Thailand)","$43,945,766 ","$18,561,337 ","$93,945,766 ","May 8, 2008"
1647969582-1361,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Mortal Kombat,Mortal Kombat,https://www.imdb.com/title/tt0293429/?ref_=adv_li_tt,2021,R,1h 50m,6.1,163K,"April 8, 2021 (Thailand)","$42,326,031 ","$23,302,503 ","$83,726,031 ","April 8, 2021"
1647974064-2311,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The War of the Roses,The War of the Roses,https://www.imdb.com/title/tt0098621/?ref_=adv_li_tt,1989,R,1h 56m,6.8,52K,"December 8, 1989 (United States)","$86,888,546 ","$9,488,794 ","$160,188,546 ","December 8, 1989"
1647972912-2062,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Beasts of the Southern Wild,Beasts of the Southern Wild,https://www.imdb.com/title/tt2125435/?ref_=adv_li_tt,2012,PG-13,1h 33m,7.2,83K,"July 5, 2012 (Russia)","$12,795,746 ","$169,702 ","$21,107,746 ","July 5, 2012"
1647976961-2944,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",47 Meters Down,47 Meters Down,https://www.imdb.com/title/tt2932536/?ref_=adv_li_tt,2017,13,1h 29m,5.6,54K,"July 26, 2017 (United Kingdom)","$44,307,191 ","$11,205,561 ","$62,198,461 ","July 26, 2017"
1647979385-3475,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Cannibal Holocaust,Cannibal Holocaust,https://www.imdb.com/title/tt0078935/?ref_=adv_li_tt,1980,Unrated,1h 35m,5.8,54K,"February 7, 1980 (Italy)",null,null,null,"February 7, 1980"
1647974511-2409,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Solomon Kane,Solomon Kane,https://www.imdb.com/title/tt0970452/?ref_=adv_li_tt,2009,R,1h 44m,6.1,73K,"January 28, 2010 (Thailand)",null,null,"$19,652,185 ","January 28, 2010"
1647973724-2237,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Veronica Mars,Veronica Mars,https://www.imdb.com/title/tt2771372/?ref_=adv_li_tt,2014,PG-13,1h 47m,6.7,52K,"March 13, 2014 (Germany)","$3,322,127 ","$1,988,351 ","$3,485,383 ","March 13, 2014"
1647978995-3390,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Legend,Legend,https://www.imdb.com/title/tt0089469/?ref_=adv_li_tt,1985,PG,1h 34m,6.4,64K,"December 13, 1985 (United Kingdom)","$15,502,112 ","$4,261,154 ","$15,502,112 ","December 13, 1985"
1647979801-3564,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Sandlot,The Sandlot,https://www.imdb.com/title/tt0108037/?ref_=adv_li_tt,1993,PG,1h 41m,7.8,88K,"April 7, 1993 (United States)","$32,950,136 ","$4,918,712 ","$34,348,443 ","April 7, 1993"
1647970623-1582,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Casino,Casino,https://www.imdb.com/title/tt0112641/?ref_=adv_li_tt,1995,R,2h 58m,8.2,502K,"November 22, 1995 (United States)","$42,512,375 ","$9,946,480 ","$116,112,375 ","November 22, 1995"
1647969359-1313,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Star Wars: Episode VIII - The Last Jedi,Star Wars: Episode VIII - The Last Jedi,https://www.imdb.com/title/tt2527336/?ref_=adv_li_tt,2017,G,2h 32m,6.9,607K,"December 15, 2017 (United States)","$620,181,382 ","$220,009,584 ","$1,332,698,830 ","December 15, 2017"
1647975564-2638,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Three Colors: Blue,Three Colors: Blue,https://www.imdb.com/title/tt0108394/?ref_=adv_li_tt,1993,R,1h 34m,7.9,99K,"September 8, 1993 (France)","$1,324,974 ","$6,413 ","$1,341,442 ","September 8, 1993"
1647967018-813,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Planet of the Apes,Planet of the Apes,https://www.imdb.com/title/tt0063442/?ref_=adv_li_tt,1968,G,1h 52m,8,176K,"April 3, 1968 (United States)","$32,589,624 ",null,"$32,599,488 ","April 3, 1968"
1647977079-2971,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",LOL,LOL,https://www.imdb.com/title/tt1592873/?ref_=adv_li_tt,2012,PG-13,1h 37m,4.4,56K,"March 1, 2012 (Singapore)",null,null,"$10,578,643 ","March 1, 2012"
1647969531-1350,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Solo: A Star Wars Story,Solo: A Star Wars Story,https://www.imdb.com/title/tt3778644/?ref_=adv_li_tt,2018,G,2h 15m,6.9,327K,"May 25, 2018 (United States)","$213,767,512 ","$84,420,489 ","$392,924,807 ","May 25, 2018"
1647979027-3397,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Doctor Zhivago,Doctor Zhivago,https://www.imdb.com/title/tt0059113/?ref_=adv_li_tt,1965,PG-13,3h 17m,8,75K,"December 31, 1965 (United States)","$111,721,910 ",null,"$111,922,142 ","December 31, 1965"
1647968537-1139,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Wrestler,The Wrestler,https://www.imdb.com/title/tt1125849/?ref_=adv_li_tt,2008,R,1h 49m,7.9,301K,"February 19, 2009 (Thailand)","$26,238,243 ","$202,714 ","$44,734,660 ","February 19, 2009"
1647965892-572,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Foxcatcher,Foxcatcher,https://www.imdb.com/title/tt1100089/?ref_=adv_li_tt,2014,18,2h 14m,7,141K,"January 8, 2015 (Thailand)","$12,096,300 ","$270,877 ","$19,206,513 ","January 8, 2015"
1647968796-1194,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,https://www.imdb.com/title/tt1170358/?ref_=adv_li_tt,2013,G,2h 41m,7.8,639K,"December 12, 2013 (Thailand)","$258,387,334 ","$73,645,197 ","$959,027,992 ","December 12, 2013"
1647965957-586,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Ronin,Ronin,https://www.imdb.com/title/tt0122690/?ref_=adv_li_tt,1998,R,2h 2m,7.3,181K,"January 15, 1999 (Thailand)","$41,616,262 ","$12,697,641 ","$41,616,262 ","January 15, 1999"
1647974884-2489,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Ikiru,Ikiru,https://www.imdb.com/title/tt0044741/?ref_=adv_li_tt,1952,Not Rated,2h 23m,8.3,76K,"October 9, 1952 (Japan)","$60,239 ","$2,149 ","$96,302 ","October 9, 1952"
1647978542-3290,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Piranha 3D,Piranha 3D,https://www.imdb.com/title/tt0464154/?ref_=adv_li_tt,2010,R,1h 28m,5.5,89K,"August 26, 2010 (Thailand)","$25,003,155 ","$10,106,872 ","$83,188,165 ","August 26, 2010"
1647969072-1253,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",American Sniper,American Sniper,https://www.imdb.com/title/tt2179136/?ref_=adv_li_tt,2014,13,2h 13m,7.3,471K,"January 22, 2015 (Thailand)","$350,159,020 ","$633,456 ","$547,459,020 ","January 22, 2015"
1647964158-225,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Flushed Away,Flushed Away,https://www.imdb.com/title/tt0424095/?ref_=adv_li_tt,2006,PG,1h 25m,6.6,123K,"March 15, 2007 (Thailand)","$64,665,672 ","$18,814,323 ","$178,281,554 ","March 15, 2007"
1647977478-3057,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Three Musketeers,The Three Musketeers,https://www.imdb.com/title/tt0108333/?ref_=adv_li_tt,1993,PG,1h 45m,6.4,54K,"November 12, 1993 (United States)","$53,898,845 ","$10,621,992 ","$53,898,845 ","November 12, 1993"
1647964688-339,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Negotiator,The Negotiator,https://www.imdb.com/title/tt0120768/?ref_=adv_li_tt,1998,R,2h 20m,7.3,140K,"July 29, 1998 (United States)","$44,547,681 ","$10,218,831 ","$44,547,681 ","July 29, 1998"
1647968249-1077,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Old Guard,The Old Guard,https://www.imdb.com/title/tt7556122/?ref_=adv_li_tt,2020,R,2h 5m,6.6,155K,"July 10, 2020 (United States)",null,null,null,"July 10, 2020"
1647972066-1878,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Bowfinger,Bowfinger,https://www.imdb.com/title/tt0131325/?ref_=adv_li_tt,1999,PG-13,1h 37m,6.5,70K,"December 17, 1999 (Thailand)","$66,384,775 ","$18,062,550 ","$98,625,775 ","December 17, 1999"
1647969554-1355,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Casino Royale,Casino Royale,https://www.imdb.com/title/tt0381061/?ref_=adv_li_tt,2006,15,2h 24m,8,641K,"December 7, 2006 (Thailand)","$167,445,960 ","$40,833,156 ","$616,502,912 ","December 7, 2006"
1647978251-3226,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",House of 1000 Corpses,House of 1000 Corpses,https://www.imdb.com/title/tt0251736/?ref_=adv_li_tt,2003,R,1h 29m,6,84K,"April 11, 2003 (United States)","$12,634,962 ","$3,400,000 ","$16,829,545 ","April 11, 2003"
1647965351-459,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Blair Witch Project,The Blair Witch Project,https://www.imdb.com/title/tt0185937/?ref_=adv_li_tt,1999,R,1h 21m,6.5,251K,"July 30, 1999 (United States)","$140,539,099 ","$1,512,054 ","$248,639,099 ","July 30, 1999"
1647966912-790,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Real Steel,Real Steel,https://www.imdb.com/title/tt0433035/?ref_=adv_li_tt,2011,PG-13,2h 7m,7.1,319K,"December 29, 2011 (Thailand)","$85,468,508 ","$27,319,677 ","$299,268,508 ","December 29, 2011"
1647976525-2848,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Crazies,The Crazies,https://www.imdb.com/title/tt0455407/?ref_=adv_li_tt,2010,R,1h 41m,6.5,119K,"April 22, 2010 (Thailand)","$39,123,589 ","$16,067,552 ","$54,806,823 ","April 22, 2010"
1647976477-2838,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Road to El Dorado,The Road to El Dorado,https://www.imdb.com/title/tt0138749/?ref_=adv_li_tt,2000,G,1h 29m,6.9,93K,"March 31, 2000 (United States)","$50,863,742 ","$12,846,652 ","$76,432,727 ","March 31, 2000"
1647977436-3048,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Creed II,Creed II,https://www.imdb.com/title/tt6343314/?ref_=adv_li_tt,2018,PG-13,2h 10m,7.1,120K,"November 21, 2018 (United States)","$115,715,889 ","$35,574,710 ","$214,215,889 ","November 21, 2018"
1647979036-3399,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Mank,Mank,https://www.imdb.com/title/tt10618286/?ref_=adv_li_tt,2020,R,2h 11m,6.8,71K,"December 4, 2020 (United States)",null,null,null,"December 4, 2020"
1647969034-1245,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",A Star Is Born,A Star Is Born,https://www.imdb.com/title/tt1517451/?ref_=adv_li_tt,2018,R,2h 16m,7.6,370K,"October 5, 2018 (United States)","$215,333,122 ","$42,908,051 ","$436,233,122 ","October 5, 2018"
1647963309-41,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",I Now Pronounce You Chuck & Larry,I Now Pronounce You Chuck & Larry,https://www.imdb.com/title/tt0762107/?ref_=adv_li_tt,2007,PG-13,1h 55m,5.9,146K,"August 30, 2007 (Thailand)","$120,059,556 ","$34,233,750 ","$187,134,117 ","August 30, 2007"
1647965565-502,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Cloudy with a Chance of Meatballs,Cloudy with a Chance of Meatballs,https://www.imdb.com/title/tt0844471/?ref_=adv_li_tt,2009,PG,1h 30m,7,224K,"January 21, 2010 (Thailand)","$124,870,275 ","$30,304,648 ","$243,006,126 ","January 21, 2010"
1647975878-2706,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Hotel Mumbai,Hotel Mumbai,https://www.imdb.com/title/tt5461944/?ref_=adv_li_tt,2018,R,2h 3m,7.6,61K,"March 14, 2019 (Australia)","$9,651,611 ","$88,065 ","$21,315,827 ","March 14, 2019"
1647968906-1218,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Planet of the Apes,Planet of the Apes,https://www.imdb.com/title/tt0133152/?ref_=adv_li_tt,2001,PG-13,1h 59m,5.7,217K,"July 27, 2001 (Thailand)","$180,011,740 ","$68,532,960 ","$362,211,740 ","July 27, 2001"
1647963407-62,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Me and Earl and the Dying Girl,Me and Earl and the Dying Girl,https://www.imdb.com/title/tt2582496/?ref_=adv_li_tt,2015,PG-13,1h 45m,7.7,129K,"July 1, 2015 (United States)","$6,758,416 ","$196,496 ","$9,074,749 ","July 1, 2015"
1647969148-1269,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Your Name.,Your Name.,https://www.imdb.com/title/tt5311514/?ref_=adv_li_tt,2016,G,1h 46m,8.4,245K,"November 10, 2016 (Thailand)","$5,017,246 ","$1,813,781 ","$358,180,115 ","November 10, 2016"
1647974362-2376,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Date Movie,Date Movie,https://www.imdb.com/title/tt0466342/?ref_=adv_li_tt,2006,PG-13,1h 23m,2.8,59K,"March 23, 2006 (Thailand)","$48,548,426 ","$19,076,261 ","$85,749,034 ","March 23, 2006"
1647977505-3063,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Seabiscuit,Seabiscuit,https://www.imdb.com/title/tt0329575/?ref_=adv_li_tt,2003,PG-13,2h 20m,7.3,72K,"July 25, 2003 (United States)","$120,277,854 ","$20,854,735 ","$148,336,445 ","July 25, 2003"
1647970515-1559,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Moana,Moana,https://www.imdb.com/title/tt3521164/?ref_=adv_li_tt,2016,PG,1h 47m,7.6,316K,"December 1, 2016 (Thailand)","$248,757,044 ","$56,631,401 ","$644,136,488 ","December 1, 2016"
1647980223-3656,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Uncharted,Uncharted,https://www.imdb.com/title/tt1464335/?ref_=adv_li_tt,2022,PG-13,1h 56m,6.7,55K,"February 16, 2022 (Thailand)","$125,722,674 ","$44,010,155 ","$337,122,674 ","February 16, 2022"
1647971044-1671,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Ghostbusters,Ghostbusters,https://www.imdb.com/title/tt0087332/?ref_=adv_li_tt,1984,G,1h 45m,7.8,402K,"June 8, 1984 (United States)","$243,578,797 ","$13,578,151 ","$296,578,797 ","June 8, 1984"
1647965804-553,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",How to Lose a Guy in 10 Days,How to Lose a Guy in 10 Days,https://www.imdb.com/title/tt0251127/?ref_=adv_li_tt,2003,PG-13,1h 56m,6.4,230K,"February 7, 2003 (United States)","$105,813,373 ","$23,774,850 ","$177,502,387 ","February 7, 2003"
1647963249-28,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Ace Ventura: When Nature Calls,Ace Ventura: When Nature Calls,https://www.imdb.com/title/tt0112281/?ref_=adv_li_tt,1995,PG-13,1h 30m,6.4,213K,"November 10, 1995 (United States)","$108,385,533 ","$37,804,076 ","$212,385,533 ","November 10, 1995"
1647963370-54,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Dumb and Dumber To,Dumb and Dumber To,https://www.imdb.com/title/tt2096672/?ref_=adv_li_tt,2014,PG-13,1h 49m,5.6,135K,"November 14, 2014 (United States)","$86,208,010 ","$36,111,775 ","$169,837,010 ","November 14, 2014"
1647977723-3111,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Moonstruck,Moonstruck,https://www.imdb.com/title/tt0093565/?ref_=adv_li_tt,1987,PG,1h 42m,7.1,58K,"January 15, 1988 (United States)","$80,640,528 ","$127,599 ","$80,642,217 ","January 15, 1988"
1647963538-90,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Adjustment Bureau,The Adjustment Bureau,https://www.imdb.com/title/tt1385826/?ref_=adv_li_tt,2011,PG-13,1h 46m,7,254K,"March 3, 2011 (Thailand)","$62,495,645 ","$21,157,730 ","$127,869,379 ","March 3, 2011"
1647978469-3274,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Trolls,Trolls,https://www.imdb.com/title/tt1679335/?ref_=adv_li_tt,2016,G,1h 32m,6.5,79K,"November 24, 2016 (Thailand)","$154,025,064 ","$46,581,142 ","$347,182,886 ","November 24, 2016"
1647965887-571,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Emperor's New Groove,The Emperor's New Groove,https://www.imdb.com/title/tt0120917/?ref_=adv_li_tt,2000,G,1h 18m,7.4,196K,"January 11, 2001 (Thailand)","$89,636,687 ","$9,812,302 ","$169,661,687 ","January 11, 2001"
1647973196-2122,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Fearless,Fearless,https://www.imdb.com/title/tt0446059/?ref_=adv_li_tt,2006,PG-13,1h 51m,7.6,75K,"March 2, 2006 (Thailand)","$24,633,730 ","$10,564,000 ","$68,072,848 ","March 2, 2006"
1647969880-1423,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Lobster,The Lobster,https://www.imdb.com/title/tt3464902/?ref_=adv_li_tt,2015,15,1h 59m,7.1,245K,"November 19, 2015 (Thailand)","$9,077,245 ","$190,252 ","$15,509,546 ","November 19, 2015"
1647973818-2257,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",La Vie En Rose,La Vie En Rose,https://www.imdb.com/title/tt0450188/?ref_=adv_li_tt,2007,PG-13,2h 20m,7.6,86K,"February 14, 2007 (France)","$10,301,706 ","$179,848 ","$86,274,793 ","February 14, 2007"
1647969748-1395,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Terminator,The Terminator,https://www.imdb.com/title/tt0088247/?ref_=adv_li_tt,1984,R,1h 47m,8.1,836K,"October 26, 1984 (United States)","$38,371,200 ","$4,020,663 ","$78,371,200 ","October 26, 1984"
1647975957-2723,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Collector,The Collector,https://www.imdb.com/title/tt0844479/?ref_=adv_li_tt,2009,R,1h 30m,6.3,64K,"July 31, 2009 (United States)","$7,712,114 ","$3,576,296 ","$10,234,475 ","July 31, 2009"
1647974736-2457,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Driving Miss Daisy,Driving Miss Daisy,https://www.imdb.com/title/tt0097239/?ref_=adv_li_tt,1989,PG,1h 39m,7.4,108K,"January 26, 1990 (United States)","$106,593,296 ","$73,745 ","$145,793,296 ","January 26, 1990"
1647967496-915,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Never Let Me Go,Never Let Me Go,https://www.imdb.com/title/tt1334260/?ref_=adv_li_tt,2010,R,1h 43m,7.1,144K,"February 11, 2011 (United Kingdom)","$2,434,652 ","$111,734 ","$9,918,093 ","February 11, 2011"
1647969474-1338,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Jaws,Jaws,https://www.imdb.com/title/tt0073195/?ref_=adv_li_tt,1975,PG,2h 4m,8.1,578K,"January 1, 1976 (Thailand)","$260,758,300 ","$7,061,513 ","$471,411,300 ","January 1, 1976"
1647970308-1514,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Great Gatsby,The Great Gatsby,https://www.imdb.com/title/tt1343092/?ref_=adv_li_tt,2013,15,2h 23m,7.2,523K,"May 16, 2013 (Thailand)","$144,857,996 ","$50,085,185 ","$353,659,851 ","May 16, 2013"
1647967424-899,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Accountant,The Accountant,https://www.imdb.com/title/tt2140479/?ref_=adv_li_tt,2016,15,2h 8m,7.3,287K,"October 14, 2016 (United States)","$86,260,045 ","$24,710,273 ","$155,160,045 ","October 14, 2016"
1647964221-239,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Fountain,The Fountain,https://www.imdb.com/title/tt0414993/?ref_=adv_li_tt,2006,PG-13,1h 37m,7.2,237K,"March 29, 2007 (Thailand)","$10,144,010 ","$3,768,702 ","$16,468,343 ","March 29, 2007"
1647970875-1635,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Gladiator,Gladiator,https://www.imdb.com/title/tt0172495/?ref_=adv_li_tt,2000,R,2h 35m,8.5,1.4M,"May 26, 2000 (Thailand)","$187,705,427 ","$34,819,017 ","$465,380,802 ","May 26, 2000"
1647970788-1617,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Tombstone,Tombstone,https://www.imdb.com/title/tt0108358/?ref_=adv_li_tt,1993,R,2h 10m,7.8,142K,"December 25, 1993 (United States)","$56,505,065 ","$6,454,752 ","$56,505,065 ","December 25, 1993"
1647973372-2159,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Sliding Doors,Sliding Doors,https://www.imdb.com/title/tt0120148/?ref_=adv_li_tt,1998,PG-13,1h 39m,6.7,66K,"December 10, 1999 (Thailand)","$11,841,544 ","$834,817 ","$11,841,544 ","December 10, 1999"
